device_id,measurement_id,room_name,room_id,predict_room,distance,router_selection,handle_missing_values_strategy,router_rssi_threshold,value_scaling_strategy,weights,algorithm,algorithm_value,duration,correct
esp_32_106,339,WH_C_414,18,WH_C_414,0.8198493940556562,eduroam,-100,-100,positive,distance,svm_linear,0.005,0.9679770469665528,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.786782487159362,eduroam,-100,-100,positive,distance,svm_linear,0.01,0.9705448150634766,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.8658022639107026,eduroam,-100,-100,positive,distance,svm_rbf,5.0,0.9707441329956056,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.6645617253906833,eduroam,-100,-100,positive,distance,svm_rbf,1.0,0.978074312210083,True
esp_32_106,339,WH_C_414,18,WH_C_414,0.7561406690773109,eduroam,-100,-100,positive,distance,svm_rbf,0.5,0.9698519706726074,True
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,15.033296378372908,eduroam,-100,-100,none,distance,knn_euclidean,5.0,0.9922912120819092,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,15.033296378372908,eduroam,-100,-100,none,distance,knn_euclidean,7.0,1.004201889038086,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,15.033296378372908,eduroam,-100,-100,none,distance,knn_euclidean,9.0,0.972822904586792,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.0273972602739726,eduroam,-100,-100,none,distance,knn_sorensen,5.0,0.9723219871520996,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.0273972602739726,eduroam,-100,-100,none,distance,knn_sorensen,7.0,0.9893441200256348,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.0273972602739726,eduroam,-100,-100,none,distance,knn_sorensen,9.0,0.9650816917419434,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.3871108344263058,eduroam,-100,-100,none,distance,svm_linear,0.001,0.9902808666229248,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.3484204394851815,eduroam,-100,-100,none,distance,svm_linear,0.005,0.9670979976654052,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.2472336034144919,eduroam,-100,-100,none,distance,svm_linear,0.01,0.9669477939605712,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.5497209621469199,eduroam,-100,-100,none,distance,svm_rbf,5.0,0.9770328998565674,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.5724297907993059,eduroam,-100,-100,none,distance,svm_rbf,1.0,0.9893369674682616,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.583651355655707,eduroam,-100,-100,none,distance,svm_rbf,0.5,0.969879150390625,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.256748690354426,eduroam,-100,-100,exponential,distance,knn_euclidean,5.0,0.9704699516296388,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.256748690354426,eduroam,-100,-100,exponential,distance,knn_euclidean,7.0,0.9720578193664552,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.256748690354426,eduroam,-100,-100,exponential,distance,knn_euclidean,9.0,1.005239963531494,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.0748866839547138,eduroam,-100,-100,exponential,distance,knn_sorensen,5.0,1.007850170135498,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.0748866839547138,eduroam,-100,-100,exponential,distance,knn_sorensen,7.0,0.9656639099121094,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.0748866839547138,eduroam,-100,-100,exponential,distance,knn_sorensen,9.0,0.9636349678039552,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.6384947663272715,eduroam,-100,-100,exponential,distance,svm_linear,0.001,0.9833810329437256,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.6772753949845892,eduroam,-100,-100,exponential,distance,svm_linear,0.005,0.9688310623168944,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.6688643119609317,eduroam,-100,-100,exponential,distance,svm_linear,0.01,0.9962148666381836,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.5900237440886493,eduroam,-100,-100,exponential,distance,svm_rbf,5.0,0.989232063293457,False
ea639e9b-5f04-407f-a5c1-4a4a5623ac4b,660,WH_C_638,34,WH_C_625,0.6128225041933244,eduroam,-100,-100,exponential,distance,svm_rbf,1.0,0.96934175491333,False
